Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2022,2,7,3,554,1869,1878,1879,UA,7668,TN321,425,267,296,1,0,DEN,DEN,1188,23,43,0,None,0,19,0,0,0,0
2020,7,14,2,1903,637,123,380,WN,4597,TN789,387,463,333,15,0,LAX,SFO,1155,12,5,0,None,0,16,12,20,0,0
2018,5,18,1,106,164,248,1242,F9,7358,TN456,387,348,76,13,15,ATL,LAX,1750,17,33,0,None,0,12,21,13,0,0
2019,1,1,3,2273,620,1971,648,DL,2554,TN123,421,498,158,10,22,SFO,SFO,349,19,20,0,None,0,15,0,8,0,0
2018,5,6,4,2226,1223,1294,245,UA,4104,TN456,405,447,346,51,14,DFW,SFO,1260,22,43,0,None,0,16,13,10,5,39
2020,12,3,5,1393,50,1452,2298,NK,5805,TN123,215,248,140,12,7,ORD,DFW,173,1,29,0,None,0,3,9,6,0,0
2022,12,5,1,166,488,1593,564,B6,4565,TN123,334,230,411,29,4,LAX,JFK,1503,5,58,0,None,0,7,9,4,5,32
2020,3,12,4,2347,2245,712,820,B6,6465,TN321,93,423,417,0,6,DFW,JFK,619,10,55,0,None,0,0,0,0,0,0
2019,7,11,1,1404,1046,246,471,DL,6716,TN456,207,56,196,5,6,SFO,DFW,883,27,2,0,None,0,11,0,0,0,0
2021,6,13,2,2082,664,480,2016,F9,3679,TN789,264,118,383,0,0,DEN,LAX,878,11,14,0,None,0,0,0,0,0,0
2018,8,16,7,1525,1246,2145,121,NK,3706,TN123,382,298,180,6,0,DEN,JFK,2426,8,20,0,None,0,18,0,0,0,0
2022,5,18,3,313,1965,1448,1349,AA,3359,TN456,279,336,171,0,4,LAX,DFW,1051,10,18,0,None,0,0,0,0,0,0
2021,2,17,1,815,1244,1028,780,UA,9045,TN321,324,353,57,0,0,JFK,ORD,2971,14,18,0,None,0,0,0,0,0,0
2020,9,17,3,742,265,2013,120,WN,4183,TN789,69,153,354,9,0,SFO,DFW,1785,12,48,0,None,1,1,0,15,0,0
2022,11,11,6,825,72,458,2186,DL,3966,TN789,316,429,69,0,0,JFK,DEN,1525,1,45,0,None,0,0,0,0,0,0
2021,8,20,1,1124,2124,592,2134,DL,5201,TN789,288,425,254,0,20,LAX,DEN,906,28,33,0,None,0,0,0,0,0,0
2022,6,10,2,568,880,497,2177,UA,4630,TN456,496,310,108,0,25,JFK,LAX,2022,19,54,0,None,0,0,0,0,0,0
2019,10,16,2,1238,434,2134,2299,B6,6334,TN456,269,284,83,75,3,ATL,SFO,2795,13,13,0,None,0,8,16,2,0,29
2019,7,2,7,1958,2028,1316,1885,B6,7766,TN789,101,462,400,13,3,ORD,DFW,2792,9,3,0,None,0,19,8,11,0,0
2018,9,17,7,2109,1088,196,1383,WN,5604,TN321,59,429,228,10,13,JFK,LAX,872,14,30,0,None,0,0,0,11,0,0
2018,7,22,4,368,1984,26,1836,UA,4475,TN789,380,388,244,0,0,LAX,ATL,630,28,45,1,C,0,0,0,0,0,0
2019,3,20,2,1391,356,1717,46,DL,8648,TN789,58,31,405,0,4,LAX,ORD,2100,25,10,0,None,0,0,0,0,0,0
2022,6,10,3,93,935,2182,1968,NK,7176,TN321,483,358,186,0,32,ATL,LAX,480,20,43,0,None,0,0,0,0,0,0
2019,11,13,6,1458,17,1113,1833,UA,230,TN321,341,152,221,10,2,DEN,LAX,160,9,44,0,None,0,6,0,18,0,0
2018,11,12,2,2097,1589,2253,1398,AA,6808,TN321,479,265,161,0,1,JFK,LAX,1937,23,10,0,None,0,0,0,0,0,0
2019,7,15,1,763,1792,1438,1877,DL,5595,TN789,116,412,415,33,1,ORD,JFK,2080,20,48,0,None,0,15,0,3,8,12
2019,2,7,2,2083,995,602,730,WN,5020,TN321,137,106,356,0,0,DEN,LAX,2335,20,3,0,None,0,0,0,0,0,0
2022,3,27,6,1433,1032,1091,110,WN,3478,TN456,348,107,97,21,9,LAX,JFK,2533,25,15,0,None,0,9,7,8,8,10
2021,4,22,3,2147,1493,361,1250,DL,3359,TN321,59,361,29,10,7,ORD,DEN,2650,8,56,0,None,0,8,0,2,0,0
2018,10,21,1,328,1625,1283,1810,B6,760,TN789,338,192,267,35,0,LAX,ORD,277,25,55,0,None,0,15,1,1,1,35
2022,6,26,4,705,1847,1086,134,DL,9983,TN123,75,179,63,0,11,SFO,SFO,2145,5,37,0,None,0,0,0,0,0,0
2019,1,28,4,220,1538,2015,1318,DL,1367,TN123,388,498,315,66,0,ATL,ATL,1058,20,5,0,None,0,9,17,22,8,2
2019,9,13,4,1814,1153,971,609,AA,8517,TN456,166,77,128,8,13,SFO,ORD,1450,2,17,1,A,0,19,0,14,0,0
2021,5,12,7,1861,1316,1715,1057,DL,877,TN123,292,143,207,28,3,ATL,LAX,213,11,52,0,None,0,12,28,7,9,15
2018,12,12,1,995,1719,1646,1988,F9,167,TN123,92,93,89,12,5,DEN,SFO,307,16,24,0,None,0,12,28,18,0,0
2018,7,28,4,1021,1950,1726,2246,NK,3665,TN123,460,480,251,0,6,DFW,DEN,2138,21,23,0,None,0,0,0,0,0,0
2020,9,2,7,109,223,907,559,F9,7464,TN456,73,179,50,0,0,SFO,ATL,554,25,51,0,None,0,0,0,0,0,0
2018,9,5,2,148,2026,245,258,UA,8773,TN123,280,102,312,5,0,DEN,JFK,2677,11,38,0,None,0,17,0,0,0,0
2021,1,25,1,698,1547,2325,1648,UA,7351,TN789,462,76,205,0,14,SFO,LAX,701,29,46,0,None,0,0,0,0,0,0
2020,1,25,1,1433,1689,346,2184,NK,5696,TN123,364,325,190,7,0,ORD,SFO,1856,24,8,0,None,0,8,0,21,0,0
2020,3,2,1,107,1523,1960,915,WN,9992,TN321,236,391,128,22,0,ATL,JFK,1681,26,36,0,None,0,16,25,18,1,35
2019,6,23,5,388,1113,371,237,B6,9302,TN123,498,210,116,30,10,DEN,SFO,1226,3,33,0,None,0,9,12,5,6,18
2019,2,26,7,424,1972,808,687,WN,8053,TN123,475,403,346,38,9,ATL,SFO,1003,13,33,0,None,0,14,9,0,6,24
2018,10,20,3,1091,1095,2170,1610,AA,9365,TN789,88,288,57,4,2,DFW,LAX,753,7,39,0,None,0,7,0,0,0,0
2020,12,13,5,1999,432,159,1158,DL,8964,TN456,235,124,283,0,6,DEN,DFW,2007,17,55,0,None,0,0,0,0,0,0
2019,11,3,5,1663,1371,1150,2129,NK,928,TN456,488,130,309,0,4,ATL,ORD,177,26,39,0,None,0,0,0,0,0,0
2021,1,11,5,1527,1286,1334,594,WN,8798,TN123,360,419,164,0,12,LAX,SFO,2750,1,36,0,None,0,0,0,0,0,0
2019,1,16,3,2026,1294,517,1750,DL,4101,TN789,113,427,36,3,15,JFK,ORD,134,13,27,0,None,0,6,0,0,0,0
2019,5,1,5,1855,508,1288,402,WN,4095,TN123,42,112,113,30,10,DFW,ORD,2763,3,49,0,None,0,16,26,19,0,28
2020,4,19,4,446,507,745,821,DL,6984,TN456,266,471,357,7,16,JFK,DFW,2070,1,47,0,None,0,13,0,19,0,0
2020,1,11,1,1597,616,2335,2235,WN,7195,TN456,187,111,72,13,27,LAX,DEN,687,5,10,0,None,0,2,12,10,0,0
2022,4,9,1,209,419,419,1782,F9,9194,TN321,133,150,418,0,9,JFK,DEN,526,7,13,1,D,0,0,0,0,0,0
2021,3,14,7,848,1095,1551,2302,F9,3974,TN321,388,420,339,0,2,ORD,DEN,2104,2,58,0,None,0,0,0,0,0,0
2020,2,9,2,1862,73,139,1697,F9,7745,TN789,369,442,128,28,0,DFW,SFO,1454,14,25,0,None,0,10,9,1,4,36
2018,9,7,6,1964,1678,1832,1438,NK,414,TN789,394,32,76,13,0,ATL,JFK,2278,18,59,0,None,0,8,23,15,0,0
2021,11,16,4,1587,145,706,1190,UA,5929,TN456,72,42,167,0,8,LAX,ATL,2604,19,59,0,None,0,0,0,0,0,0
2021,1,3,3,1651,2093,697,1613,NK,2015,TN456,208,193,80,18,0,ORD,SFO,1562,27,7,1,B,0,4,18,24,5,0
2020,7,19,6,1916,1764,474,484,NK,9680,TN456,387,134,44,7,0,SFO,DFW,2061,4,27,0,None,0,18,0,3,0,0
2021,4,4,1,1918,1132,1660,1555,AA,8975,TN123,293,374,97,26,11,LAX,DFW,2426,18,19,0,None,0,10,4,20,9,3
2020,5,7,5,576,120,1901,2227,WN,8719,TN321,272,377,46,14,13,DFW,DEN,2407,5,59,0,None,0,5,2,19,0,0
2019,10,23,7,1665,1066,510,900,UA,1,TN321,66,195,118,0,8,JFK,DEN,707,20,24,0,None,0,0,0,0,0,0
2022,5,28,7,688,1963,537,1464,NK,8463,TN456,391,104,47,0,0,LAX,DEN,1127,23,9,0,None,0,0,0,0,0,0
2019,1,12,2,789,2146,2260,643,NK,2532,TN456,382,89,153,0,32,LAX,DFW,2365,9,53,0,None,0,0,0,0,0,0
2020,6,18,2,991,705,1536,2186,B6,1072,TN321,375,262,316,0,1,SFO,DEN,1758,3,10,0,None,0,0,0,0,0,0
2020,9,28,1,2210,2358,1288,786,WN,8886,TN789,393,411,334,0,16,DEN,ORD,1995,21,25,0,None,0,0,0,0,0,0
2019,2,5,4,976,1237,1366,2149,DL,2888,TN456,279,102,242,32,0,ATL,DEN,2995,8,22,0,None,0,16,2,4,8,29
2018,7,23,7,1355,1934,1061,2330,AA,6517,TN456,149,307,353,13,0,SFO,ORD,385,21,18,0,None,0,9,3,9,0,0
2018,6,23,6,1687,1882,232,17,UA,7906,TN789,221,178,208,0,4,LAX,LAX,1284,9,17,0,None,0,0,0,0,0,0
2018,5,22,2,349,2319,2307,1956,UA,1996,TN456,324,152,324,18,40,DEN,LAX,1331,4,49,0,None,0,15,28,8,7,0
2020,4,26,1,1771,1125,307,755,AA,3578,TN321,421,496,383,27,17,JFK,DFW,1540,15,18,0,None,0,6,27,19,9,34
2021,4,10,4,425,209,402,686,WN,6210,TN321,91,318,375,0,1,ATL,ATL,2114,10,38,0,None,0,0,0,0,0,0
2020,6,12,1,326,738,996,2036,DL,1710,TN789,239,33,280,0,11,DFW,JFK,2195,23,39,0,None,0,0,0,0,0,0
2021,4,8,1,1129,1045,1284,600,B6,2100,TN321,324,266,286,68,0,DFW,LAX,1662,3,14,0,None,0,14,17,8,6,0
2019,5,19,4,254,158,1499,1043,WN,6118,TN789,427,237,361,0,13,DEN,DFW,2617,11,15,0,None,0,0,0,0,0,0
2022,6,15,4,2037,740,749,1349,AA,8662,TN789,81,201,254,0,32,DEN,DFW,1278,21,19,0,None,0,0,0,0,0,0
2021,5,1,4,1990,1953,1129,1379,WN,2291,TN321,239,414,59,0,0,DFW,ORD,1916,22,18,0,None,0,0,0,0,0,0
2018,7,3,1,443,1423,303,432,NK,8529,TN789,342,475,133,0,7,ORD,ORD,2213,9,10,0,None,0,0,0,0,0,0
2020,9,27,2,112,698,1470,1041,WN,7971,TN321,434,236,345,0,8,JFK,DEN,329,21,6,0,None,0,0,0,0,0,0
2019,10,18,3,1053,1873,1061,1573,AA,756,TN789,308,179,186,6,0,ATL,JFK,2903,23,18,0,None,0,9,0,22,0,0
2018,7,18,3,688,140,854,375,AA,9912,TN789,417,253,345,0,0,ATL,LAX,111,1,23,0,None,0,0,0,0,0,0
2019,7,2,1,990,239,1069,1624,B6,7213,TN789,231,88,129,13,5,DEN,ORD,2760,27,30,0,None,0,18,8,5,0,0
2022,4,5,1,1873,291,1745,1363,AA,2100,TN321,456,322,39,0,0,JFK,ATL,785,20,51,0,None,0,0,0,0,0,0
2020,1,1,2,45,81,1628,1010,AA,413,TN456,168,180,249,30,18,ATL,JFK,1352,18,47,0,None,0,12,24,5,4,15
2020,8,10,4,1194,2218,2303,715,AA,4104,TN123,369,190,407,3,0,ORD,DFW,341,19,7,0,None,0,13,0,0,0,0
2022,4,20,1,756,1797,2184,1256,NK,2994,TN456,48,142,288,0,1,ATL,JFK,312,27,49,0,None,0,0,0,0,0,0
2020,1,10,7,1376,976,1254,1127,NK,247,TN789,350,261,324,0,0,DEN,DEN,1326,9,23,0,None,0,0,0,0,0,0
2021,5,5,5,1226,579,817,1023,NK,7563,TN321,124,435,95,0,0,SFO,ORD,440,23,7,0,None,0,0,0,0,0,0
2019,8,18,4,1249,2157,1737,220,UA,6978,TN789,159,477,284,32,0,LAX,ORD,1767,26,12,0,None,0,5,2,0,0,21
2018,4,21,7,563,1799,972,1985,AA,7507,TN456,134,412,334,0,0,LAX,ORD,1213,11,9,1,B,1,0,0,0,0,0
2022,12,26,1,2208,1461,37,1049,AA,8604,TN123,462,475,135,0,0,DEN,JFK,1847,1,18,0,None,0,0,0,0,0,0
2021,8,15,5,2272,321,1178,1087,AA,7096,TN456,226,403,22,39,15,LAX,LAX,2592,24,49,0,None,0,15,21,22,3,20
2018,8,20,7,1340,713,104,2301,B6,3368,TN321,447,467,30,0,24,SFO,SFO,2474,6,22,0,None,0,0,0,0,0,0
2018,3,8,6,1437,2131,254,825,NK,2690,TN321,289,215,280,52,0,JFK,SFO,574,27,56,0,None,0,6,8,2,4,17
2022,9,17,2,94,1890,1981,1154,WN,588,TN456,68,268,438,0,0,ATL,JFK,2706,0,41,0,None,0,0,0,0,0,0
2021,3,12,5,1802,1279,590,29,NK,1469,TN456,334,276,388,0,0,SFO,ORD,2676,10,32,0,None,0,0,0,0,0,0
2018,1,21,1,948,1678,524,786,AA,233,TN123,160,169,171,0,6,DEN,JFK,1923,18,29,0,None,0,0,0,0,0,0
2018,2,27,3,552,2147,369,9,AA,6886,TN789,183,141,217,22,4,SFO,DFW,1005,27,29,0,None,0,2,29,5,2,12
2021,6,12,7,65,2176,101,1170,B6,8012,TN321,70,431,101,18,0,SFO,ORD,1301,29,28,0,None,0,3,8,16,5,0
2020,12,26,1,1497,917,663,2171,WN,7141,TN321,350,224,144,43,0,DEN,SFO,1070,12,36,0,None,0,19,11,24,3,17
2018,10,1,3,664,2266,689,1642,B6,1887,TN123,151,473,249,0,4,DEN,JFK,885,23,34,0,None,0,0,0,0,0,0
2019,2,26,2,179,1806,1926,1364,F9,310,TN321,273,154,153,0,14,LAX,ATL,805,17,8,0,None,0,0,0,0,0,0
2021,6,26,2,1482,2069,1535,1541,DL,8081,TN321,274,385,105,25,21,DFW,ORD,518,25,7,0,None,0,3,4,8,7,20
2018,1,4,4,201,559,2028,50,DL,9136,TN456,173,268,317,50,0,LAX,DEN,2662,12,47,0,None,0,10,29,13,0,25
2022,11,8,7,1498,628,930,397,DL,9100,TN456,215,30,62,29,20,DEN,DEN,810,22,24,1,B,0,18,0,18,2,7
2019,1,1,4,1541,1352,1856,313,AA,2749,TN123,64,150,417,19,0,ATL,SFO,2736,16,56,0,None,0,18,8,12,4,0
2018,5,27,3,1312,1911,1989,513,B6,1601,TN321,240,118,223,28,0,JFK,SFO,713,13,41,0,None,0,16,25,4,6,35
2019,10,15,3,1948,1808,2182,529,AA,546,TN123,429,49,300,0,30,DFW,ATL,2597,15,50,0,None,0,0,0,0,0,0
2019,11,18,2,693,1895,1885,1784,DL,3824,TN789,62,302,37,0,0,DEN,DEN,677,29,45,0,None,0,0,0,0,0,0
2020,9,1,5,1719,2226,977,1763,WN,3315,TN789,188,206,427,5,0,SFO,SFO,2198,18,54,0,None,0,17,0,0,0,0
2019,8,11,3,1267,1006,1994,859,WN,4931,TN123,435,435,210,2,0,JFK,LAX,2783,11,36,0,None,0,9,0,0,0,0
2020,3,23,3,1791,48,379,2241,F9,5730,TN321,346,143,242,15,8,LAX,SFO,811,25,37,0,None,0,8,23,6,0,0
2021,3,2,7,1721,1850,1513,311,B6,7992,TN789,393,446,381,4,17,SFO,DFW,1196,17,7,0,None,0,4,0,0,0,0
2020,1,1,5,1621,1929,1148,995,F9,5562,TN321,497,311,276,0,0,ORD,DFW,266,11,25,0,None,0,0,0,0,0,0
2022,3,12,4,1197,2077,2085,1322,NK,1842,TN456,221,56,34,0,0,DEN,LAX,1986,11,10,0,None,0,0,0,0,0,0
2018,12,16,4,1557,2132,780,2164,WN,1637,TN123,483,217,201,2,17,ATL,DEN,2112,17,39,0,None,0,3,0,0,0,0
2021,12,22,3,1532,1525,309,263,DL,7577,TN789,192,447,53,0,0,ORD,ATL,2322,9,22,1,B,0,0,0,0,0,0
2021,12,22,7,2291,1569,2153,1542,F9,1676,TN321,281,116,199,3,0,ORD,ATL,1415,1,31,1,A,0,3,0,0,0,0
2022,11,10,4,2107,328,555,20,F9,1791,TN456,68,109,21,11,0,LAX,DFW,2169,19,44,0,None,0,16,16,6,0,0
2020,1,18,4,103,433,396,548,F9,3145,TN123,160,491,439,0,0,LAX,SFO,1082,5,0,1,C,0,0,0,0,0,0
2018,8,15,6,1694,587,2200,1196,B6,6968,TN789,125,209,170,19,14,JFK,JFK,2992,0,48,0,None,0,10,6,11,1,0
2020,1,17,7,1010,1710,1883,947,NK,156,TN456,170,84,427,25,4,DFW,SFO,1862,25,47,0,None,0,13,14,12,3,24
2019,5,10,4,1767,1876,1169,1020,B6,6915,TN123,299,276,129,0,0,DEN,ATL,2392,6,53,0,None,0,0,0,0,0,0
2020,9,3,2,2124,1272,200,205,DL,9126,TN789,198,346,435,0,17,JFK,SFO,1622,22,8,0,None,0,0,0,0,0,0
2021,7,26,1,1041,1875,1890,1636,DL,8768,TN321,421,463,326,19,3,DFW,LAX,2284,0,39,0,None,0,19,28,5,0,0
2018,4,21,3,1557,2045,11,630,DL,9526,TN456,396,262,321,0,0,DFW,DFW,2451,9,27,0,None,0,0,0,0,0,0
2020,11,16,3,1207,1598,1075,2226,F9,3108,TN456,304,476,416,0,0,ORD,ORD,2237,27,32,0,None,0,0,0,0,0,0
2018,9,6,2,1680,511,1976,439,DL,4344,TN321,394,477,372,0,0,LAX,SFO,481,12,31,0,None,0,0,0,0,0,0
2018,9,3,1,1678,1408,1325,1098,NK,9644,TN456,427,299,125,4,32,SFO,LAX,2067,8,7,0,None,0,7,0,0,0,0
2019,2,9,1,2314,1411,1895,289,B6,5164,TN456,488,411,274,0,0,ORD,LAX,266,14,36,0,None,0,0,0,0,0,0
2019,10,11,2,780,1838,919,207,WN,4549,TN123,463,138,33,16,0,DEN,ATL,1530,23,17,0,None,0,12,9,17,3,0
2021,10,21,5,945,1011,2147,271,DL,5239,TN321,128,267,292,0,0,DFW,JFK,1998,28,6,0,None,0,0,0,0,0,0
2022,11,13,5,1830,1472,870,414,UA,7517,TN456,90,407,397,13,13,DFW,ATL,961,17,17,0,None,0,0,0,21,0,0
2018,12,18,1,547,563,365,383,B6,6837,TN321,449,336,163,0,1,DEN,SFO,194,6,47,0,None,0,0,0,0,0,0
2022,6,26,5,2207,302,656,1284,AA,940,TN123,352,398,435,36,19,JFK,ATL,1846,1,11,0,None,0,15,13,10,1,19
2021,4,22,5,2174,2146,160,890,WN,9286,TN123,246,184,226,23,14,DFW,ORD,1746,13,3,0,None,0,1,27,23,1,2
2018,8,28,5,1797,1329,174,1662,B6,7091,TN321,106,197,126,7,13,LAX,LAX,557,19,12,0,None,0,4,0,19,0,0
2018,12,24,1,1880,2089,1503,1041,DL,3942,TN321,237,97,266,4,13,LAX,DEN,629,28,10,0,None,0,18,0,0,0,0
2022,11,27,5,947,2023,544,2294,F9,4363,TN789,377,294,242,0,22,DFW,DFW,2768,4,15,0,None,0,0,0,0,0,0
2020,7,22,3,2257,2080,2330,1319,NK,1462,TN123,74,469,287,0,19,DEN,ATL,995,9,43,0,None,0,0,0,0,0,0
2019,7,4,6,2197,411,1761,1343,UA,7936,TN456,376,264,244,7,0,SFO,ATL,1761,18,13,0,None,0,16,0,11,0,0
2020,11,22,1,30,1649,956,1577,AA,9403,TN123,231,68,406,27,0,ORD,LAX,419,22,15,0,None,0,16,28,17,3,30
2022,10,24,2,611,507,451,1716,WN,3299,TN123,239,172,94,0,11,DFW,ORD,1736,6,51,0,None,0,0,0,0,0,0
2019,9,8,5,1864,55,81,1884,DL,61,TN789,357,374,62,0,0,ATL,ATL,791,5,52,0,None,0,0,0,0,0,0
2020,5,13,4,301,1747,1236,2228,B6,2216,TN321,164,47,152,7,0,LAX,ORD,2439,22,21,0,None,0,13,0,14,0,0
2019,6,10,1,682,195,815,1679,B6,6276,TN123,398,81,302,0,16,ATL,ORD,2849,2,17,0,None,0,0,0,0,0,0
2018,1,2,7,256,1790,2181,943,WN,4818,TN789,51,474,402,0,0,SFO,SFO,2451,28,39,0,None,0,0,0,0,0,0
2020,6,8,2,939,1680,446,892,UA,4103,TN321,387,251,75,0,13,ATL,DEN,1368,22,24,0,None,0,0,0,0,0,0
2019,2,6,6,2056,1106,2165,60,F9,5832,TN123,422,322,227,7,12,ATL,ORD,2716,12,34,0,None,0,3,0,10,0,0
2019,6,16,3,776,2184,1619,1232,NK,251,TN789,89,109,246,46,3,SFO,DEN,1692,6,6,0,None,0,10,9,5,0,10
2019,9,18,7,731,538,1793,165,DL,1600,TN123,327,210,123,4,16,DFW,DFW,343,24,19,0,None,0,6,0,0,0,0
2020,8,17,2,1228,688,748,1905,WN,7430,TN456,88,169,355,12,10,DFW,ORD,958,1,26,0,None,0,13,6,13,0,0
2021,9,6,5,2071,718,1173,1323,WN,2168,TN321,453,238,87,3,16,ATL,DFW,2572,18,28,0,None,0,19,0,0,0,0
2020,10,13,4,2042,305,1909,654,B6,6192,TN321,260,438,269,10,0,DFW,ORD,832,3,9,0,None,0,13,0,7,0,0
2022,8,23,5,969,1334,1556,350,WN,9478,TN123,314,364,110,8,0,ATL,DEN,2235,23,10,0,None,0,16,0,11,0,0
2020,3,14,2,102,387,645,2310,AA,9980,TN789,212,310,290,24,0,ATL,DEN,1185,0,19,0,None,0,14,19,16,1,31
2019,8,26,1,1083,724,378,2171,AA,1469,TN789,477,434,422,38,0,JFK,DFW,2560,10,32,0,None,0,19,9,23,8,17
2018,6,21,7,1109,2039,1140,1565,DL,4034,TN456,130,151,45,2,0,ORD,LAX,2698,1,42,0,None,0,13,0,0,0,0
2020,6,10,4,766,1889,936,931,WN,1503,TN456,143,240,226,0,0,JFK,LAX,693,1,36,0,None,0,0,0,0,0,0
2020,6,24,7,371,914,2013,1904,B6,9447,TN789,397,373,448,52,3,SFO,LAX,109,13,53,0,None,0,1,29,24,9,36
2019,3,11,7,678,2340,661,1113,F9,6601,TN321,71,164,271,39,27,ORD,ORD,2130,17,12,0,None,0,8,6,14,4,19
2018,10,13,4,1993,178,1340,2186,DL,4815,TN456,58,489,29,12,8,ORD,LAX,1179,10,15,0,None,0,13,6,16,0,0
2018,1,12,2,201,1903,875,1989,UA,5045,TN123,306,206,117,30,6,DEN,DFW,1813,1,10,0,None,0,12,21,7,5,3
2022,12,9,6,1625,1704,11,1385,B6,28,TN123,126,68,121,37,0,LAX,LAX,2094,22,4,0,None,0,5,26,7,2,39
2020,4,4,6,88,79,1113,1116,UA,7899,TN321,220,104,429,0,28,DFW,DFW,367,5,37,0,None,0,0,0,0,0,0
2018,10,7,5,2167,446,387,133,DL,9093,TN321,408,382,155,24,6,ORD,DFW,485,27,2,0,None,0,3,26,13,8,11
2018,12,24,2,2203,765,2130,1227,AA,9041,TN456,348,78,355,8,19,LAX,JFK,1597,6,58,0,None,0,6,0,24,0,0
2021,6,22,4,1996,1088,1919,1871,B6,101,TN123,67,246,240,9,0,LAX,ORD,2732,21,1,0,None,0,5,0,14,0,0
2021,11,2,2,398,1395,395,1017,F9,4511,TN321,236,275,51,21,12,JFK,JFK,2182,9,52,0,None,0,4,7,9,8,8
2018,12,7,4,1723,569,639,1881,B6,7395,TN123,223,260,296,40,0,DFW,DEN,2065,0,37,0,None,0,10,1,19,0,15
2022,10,9,7,187,95,99,437,DL,3241,TN456,169,447,115,16,7,JFK,ORD,1830,5,9,0,None,0,6,9,12,2,0
2018,2,5,5,1075,1556,456,679,B6,1489,TN321,318,284,320,23,14,DEN,ORD,2857,19,5,0,None,0,12,28,18,9,19
2019,7,15,1,651,1283,2022,1247,B6,1454,TN789,492,232,287,23,28,ATL,ATL,2950,24,20,0,None,1,4,26,19,9,2
2020,7,18,7,1554,247,73,1191,DL,1802,TN123,286,173,195,31,33,ORD,LAX,2610,13,30,0,None,0,15,1,13,3,4
2022,11,4,1,1503,2174,2139,1130,NK,8085,TN321,254,381,122,17,15,SFO,LAX,299,5,33,0,None,0,14,20,13,4,0
2019,4,19,2,586,2093,1863,1403,WN,4560,TN456,481,428,206,10,0,DEN,DFW,389,8,48,1,B,0,7,0,7,0,0
2022,4,20,4,229,981,174,2071,DL,6241,TN789,57,325,349,0,0,SFO,DEN,2157,23,31,0,None,0,0,0,0,0,0
2019,1,26,1,1153,267,1760,1534,B6,7818,TN321,219,492,345,18,0,DFW,JFK,1461,28,28,0,None,0,12,25,19,5,0
2020,2,7,7,54,1663,496,1330,F9,1516,TN123,274,36,56,0,21,DEN,LAX,278,4,57,0,None,0,0,0,0,0,0
2020,9,26,4,270,1565,1292,934,F9,8216,TN123,363,130,229,7,2,JFK,LAX,1212,9,53,0,None,0,14,0,2,0,0
2021,10,8,5,1123,2141,427,1381,DL,8588,TN456,402,325,387,0,7,LAX,SFO,719,27,0,0,None,0,0,0,0,0,0
2019,8,17,7,969,735,34,369,B6,1428,TN123,344,479,434,48,33,DEN,DEN,613,6,32,0,None,0,4,5,23,4,8
2021,8,13,2,1552,2118,2166,996,UA,6086,TN789,78,355,274,0,1,ORD,LAX,869,26,37,0,None,0,0,0,0,0,0
2019,9,24,4,1377,448,1394,2218,UA,1014,TN456,330,257,150,17,0,SFO,ATL,232,7,16,1,C,0,18,19,23,3,0
2021,7,21,2,1175,1933,1380,1604,AA,7280,TN456,233,132,344,0,10,DEN,SFO,1627,28,33,0,None,0,0,0,0,0,0
2020,9,28,4,115,1835,175,2269,NK,4227,TN321,408,121,117,0,0,DEN,LAX,2472,27,48,0,None,0,0,0,0,0,0
2022,10,23,7,322,619,2153,1176,DL,8612,TN456,419,307,52,15,0,LAX,ATL,1791,20,15,0,None,0,18,5,6,0,0
2021,12,11,6,1595,613,591,375,DL,3350,TN321,144,386,55,36,2,SFO,ORD,1777,29,6,0,None,0,7,16,11,0,10
2019,2,27,6,2276,1433,1186,2328,UA,6077,TN456,49,216,256,0,36,JFK,ORD,1230,11,35,0,None,0,0,0,0,0,0
2019,6,1,4,359,2138,913,1943,UA,7758,TN321,114,418,22,17,0,DEN,ATL,661,7,12,0,None,0,3,13,11,3,0
2020,3,2,5,27,1532,1290,957,UA,5188,TN321,429,175,150,42,12,SFO,JFK,1837,9,19,0,None,0,19,6,3,2,38
2019,11,17,2,1254,876,1586,810,F9,9619,TN321,425,296,239,51,0,LAX,JFK,268,8,3,0,None,0,3,5,0,5,20
2018,6,5,3,1418,1133,1302,826,F9,7019,TN789,282,148,381,0,5,ORD,DFW,2958,20,4,0,None,0,0,0,0,0,0
2022,3,6,4,1735,774,1326,1845,AA,4271,TN321,81,293,201,5,23,ORD,ATL,2074,23,15,0,None,0,18,0,0,0,0
2021,8,26,4,1867,671,952,1533,AA,8656,TN789,177,305,47,8,14,ATL,SFO,916,15,59,0,None,0,5,0,16,0,0
2022,11,25,6,1294,1630,860,334,WN,390,TN321,215,232,412,20,3,JFK,DFW,2656,14,8,0,None,0,4,0,8,6,0
2020,4,24,1,1874,2047,2174,409,F9,6892,TN321,202,88,45,2,0,ATL,DEN,2293,8,42,0,None,0,3,0,0,0,0
2021,12,7,7,2075,360,1269,53,DL,136,TN789,382,376,176,19,25,LAX,DEN,2996,13,11,0,None,0,13,21,6,1,0
